ncbi-geneid:1	hsa:1
ncbi-geneid:100134040	hsa:100134040
ncbi-geneid:100134229	hsa:100134229
ncbi-geneid:100134259	hsa:100134259
ncbi-geneid:100134317	hsa:100134317
ncbi-geneid:100134368	hsa:100134368
ncbi-geneid:100134391	hsa:100134391
ncbi-geneid:100134423	hsa:100134423
ncbi-geneid:100134444	hsa:100134444
ncbi-geneid:100134713	hsa:100134713
ncbi-geneid:100134822	hsa:100134822
ncbi-geneid:100134868	hsa:100134868
ncbi-geneid:100134869	hsa:100134869
ncbi-geneid:100134938	hsa:100134938
ncbi-geneid:100142659	hsa:100142659
ncbi-geneid:100144595	hsa:100144595
ncbi-geneid:100144596	hsa:100144596
ncbi-geneid:100132963	hsa:100132963
ncbi-geneid:100133005	hsa:100133005
ncbi-geneid:100133093	hsa:100133093
ncbi-geneid:100133128	hsa:100133128
ncbi-geneid:100133220	hsa:100133220
ncbi-geneid:100133251	hsa:100133251
ncbi-geneid:100133301	hsa:100133301
ncbi-geneid:100134934	hsa:100134934
ncbi-geneid:100137047	hsa:100137047
ncbi-geneid:100137049	hsa:100137049
ncbi-geneid:10014	hsa:10014
ncbi-geneid:100141515	hsa:100141515
ncbi-geneid:100144597	hsa:100144597
ncbi-geneid:100144602	hsa:100144602
ncbi-geneid:100144603	hsa:100144603
ncbi-geneid:100144604	hsa:100144604
ncbi-geneid:100144748	hsa:100144748
ncbi-geneid:100147744	hsa:100147744
ncbi-geneid:100147773	hsa:100147773
ncbi-geneid:100151643	hsa:100151643
ncbi-geneid:100151683	hsa:100151683
ncbi-geneid:100151684	hsa:100151684
ncbi-geneid:100158262	hsa:100158262
ncbi-geneid:10016	hsa:10016
ncbi-geneid:100169751	hsa:100169751
ncbi-geneid:100169752	hsa:100169752
ncbi-geneid:100169753	hsa:100169753
ncbi-geneid:100169754	hsa:100169754
ncbi-geneid:100169755	hsa:100169755
ncbi-geneid:100169756	hsa:100169756
ncbi-geneid:100169757	hsa:100169757
ncbi-geneid:100169758	hsa:100169758
ncbi-geneid:100169759	hsa:100169759
ncbi-geneid:100169760	hsa:100169760
ncbi-geneid:100169761	hsa:100169761
ncbi-geneid:100169762	hsa:100169762
ncbi-geneid:100169763	hsa:100169763
ncbi-geneid:100169764	hsa:100169764
ncbi-geneid:100169765	hsa:100169765
ncbi-geneid:100169766	hsa:100169766
ncbi-geneid:100169767	hsa:100169767
ncbi-geneid:100169768	hsa:100169768
ncbi-geneid:100169851	hsa:100169851
ncbi-geneid:100169890	hsa:100169890
ncbi-geneid:100169951	hsa:100169951
ncbi-geneid:100169952	hsa:100169952
ncbi-geneid:100169953	hsa:100169953
ncbi-geneid:100169954	hsa:100169954
ncbi-geneid:100169955	hsa:100169955
ncbi-geneid:100169956	hsa:100169956
ncbi-geneid:100169957	hsa:100169957
ncbi-geneid:100169958	hsa:100169958
ncbi-geneid:100169959	hsa:100169959
ncbi-geneid:100169989	hsa:100169989
ncbi-geneid:100170216	hsa:100170216
ncbi-geneid:100170217	hsa:100170217
ncbi-geneid:100170218	hsa:100170218
ncbi-geneid:100170219	hsa:100170219
ncbi-geneid:10015	hsa:10015
ncbi-geneid:10017	hsa:10017
ncbi-geneid:100170220	hsa:100170220
ncbi-geneid:100170221	hsa:100170221
ncbi-geneid:100170222	hsa:100170222
ncbi-geneid:100170223	hsa:100170223
ncbi-geneid:100170224	hsa:100170224
ncbi-geneid:100170225	hsa:100170225
ncbi-geneid:100170226	hsa:100170226
ncbi-geneid:100170227	hsa:100170227
ncbi-geneid:100170228	hsa:100170228
ncbi-geneid:100170229	hsa:100170229
ncbi-geneid:100170765	hsa:100170765
ncbi-geneid:100170841	hsa:100170841
ncbi-geneid:100174949	hsa:100174949
ncbi-geneid:10018	hsa:10018
ncbi-geneid:100187716	hsa:100187716
ncbi-geneid:100188847	hsa:100188847
ncbi-geneid:100188893	hsa:100188893
ncbi-geneid:100188917	hsa:100188917
ncbi-geneid:100188947	hsa:100188947
ncbi-geneid:100188949	hsa:100188949
ncbi-geneid:100188953	hsa:100188953
ncbi-geneid:100188954	hsa:100188954
ncbi-geneid:100189589	hsa:100189589
ncbi-geneid:10019	hsa:10019
ncbi-geneid:100190938	hsa:100190938
ncbi-geneid:100190939	hsa:100190939
ncbi-geneid:100190940	hsa:100190940
ncbi-geneid:100190949	hsa:100190949
ncbi-geneid:100190986	hsa:100190986
ncbi-geneid:100191063	hsa:100191063
ncbi-geneid:100192204	hsa:100192204
ncbi-geneid:100192378	hsa:100192378
ncbi-geneid:100192379	hsa:100192379
ncbi-geneid:100192386	hsa:100192386
ncbi-geneid:100192420	hsa:100192420
ncbi-geneid:100192426	hsa:100192426
ncbi-geneid:1002	hsa:1002
ncbi-geneid:100216001	hsa:100216001
ncbi-geneid:100216479	hsa:100216479
ncbi-geneid:100216545	hsa:100216545
ncbi-geneid:100216546	hsa:100216546
ncbi-geneid:10022	hsa:10022
ncbi-geneid:10023	hsa:10023
ncbi-geneid:100233156	hsa:100233156
ncbi-geneid:100233209	hsa:100233209
ncbi-geneid:10024	hsa:10024
ncbi-geneid:100240728	hsa:100240728
ncbi-geneid:100240734	hsa:100240734
ncbi-geneid:100240735	hsa:100240735
ncbi-geneid:10025	hsa:10025
ncbi-geneid:100191040	hsa:100191040
ncbi-geneid:10020	hsa:10020
ncbi-geneid:10021	hsa:10021
ncbi-geneid:100268168	hsa:100268168
ncbi-geneid:100270679	hsa:100270679
ncbi-geneid:100270680	hsa:100270680
ncbi-geneid:100270746	hsa:100270746
ncbi-geneid:100270804	hsa:100270804
ncbi-geneid:100271702	hsa:100271702
ncbi-geneid:100271715	hsa:100271715
ncbi-geneid:100271722	hsa:100271722
ncbi-geneid:100271832	hsa:100271832
ncbi-geneid:100271835	hsa:100271835
ncbi-geneid:100271836	hsa:100271836
ncbi-geneid:100271846	hsa:100271846
ncbi-geneid:100271873	hsa:100271873
ncbi-geneid:100271874	hsa:100271874
ncbi-geneid:100271927	hsa:100271927
ncbi-geneid:100272147	hsa:100272147
ncbi-geneid:10026	hsa:10026
ncbi-geneid:100271849	hsa:100271849
ncbi-geneid:100272217	hsa:100272217
ncbi-geneid:100272228	hsa:100272228
ncbi-geneid:100286844	hsa:100286844
ncbi-geneid:100286906	hsa:100286906
ncbi-geneid:100286922	hsa:100286922
ncbi-geneid:100286925	hsa:100286925
ncbi-geneid:100286938	hsa:100286938
ncbi-geneid:100286979	hsa:100286979
ncbi-geneid:100286986	hsa:100286986
ncbi-geneid:100287010	hsa:100287010
ncbi-geneid:100287013	hsa:100287013
ncbi-geneid:100287015	hsa:100287015
ncbi-geneid:100287029	hsa:100287029
ncbi-geneid:100287036	hsa:100287036
ncbi-geneid:100287042	hsa:100287042
ncbi-geneid:100287049	hsa:100287049
ncbi-geneid:100287072	hsa:100287072
ncbi-geneid:100287082	hsa:100287082
ncbi-geneid:100287083	hsa:100287083
ncbi-geneid:100287098	hsa:100287098
ncbi-geneid:100287114	hsa:100287114
ncbi-geneid:100287144	hsa:100287144
ncbi-geneid:100287171	hsa:100287171
ncbi-geneid:100287175	hsa:100287175
ncbi-geneid:100287177	hsa:100287177
ncbi-geneid:100287178	hsa:100287178
ncbi-geneid:100287205	hsa:100287205
ncbi-geneid:100287216	hsa:100287216
ncbi-geneid:100287225	hsa:100287225
ncbi-geneid:100287227	hsa:100287227
ncbi-geneid:100287238	hsa:100287238
ncbi-geneid:100287290	hsa:100287290
ncbi-geneid:100287294	hsa:100287294
ncbi-geneid:100287314	hsa:100287314
ncbi-geneid:100287327	hsa:100287327
ncbi-geneid:100287329	hsa:100287329
ncbi-geneid:100287362	hsa:100287362
ncbi-geneid:100287366	hsa:100287366
ncbi-geneid:100287387	hsa:100287387
ncbi-geneid:100287399	hsa:100287399
ncbi-geneid:100287404	hsa:100287404
ncbi-geneid:100287413	hsa:100287413
ncbi-geneid:100287441	hsa:100287441
ncbi-geneid:100287467	hsa:100287467
ncbi-geneid:100287477	hsa:100287477
ncbi-geneid:100287478	hsa:100287478
ncbi-geneid:100287497	hsa:100287497
ncbi-geneid:100287513	hsa:100287513
ncbi-geneid:100287559	hsa:100287559
ncbi-geneid:100287569	hsa:100287569
ncbi-geneid:100287592	hsa:100287592
ncbi-geneid:100287596	hsa:100287596
ncbi-geneid:100287616	hsa:100287616
ncbi-geneid:100287632	hsa:100287632
ncbi-geneid:100287639	hsa:100287639
ncbi-geneid:100287704	hsa:100287704
ncbi-geneid:100287722	hsa:100287722
ncbi-geneid:100287728	hsa:100287728
ncbi-geneid:100287765	hsa:100287765
ncbi-geneid:100287792	hsa:100287792
ncbi-geneid:100287808	hsa:100287808
ncbi-geneid:100287814	hsa:100287814
ncbi-geneid:100287834	hsa:100287834
ncbi-geneid:100287837	hsa:100287837
ncbi-geneid:100287846	hsa:100287846
ncbi-geneid:100287879	hsa:100287879
ncbi-geneid:100287896	hsa:100287896
ncbi-geneid:100287898	hsa:100287898
ncbi-geneid:100287902	hsa:100287902
ncbi-geneid:100287932	hsa:100287932
ncbi-geneid:100287944	hsa:100287944
ncbi-geneid:100287948	hsa:100287948
ncbi-geneid:100288069	hsa:100288069
ncbi-geneid:100288072	hsa:100288072
ncbi-geneid:100288077	hsa:100288077
ncbi-geneid:100288079	hsa:100288079
ncbi-geneid:100288122	hsa:100288122
ncbi-geneid:100288123	hsa:100288123
ncbi-geneid:100288152	hsa:100288152
ncbi-geneid:100288162	hsa:100288162
ncbi-geneid:100288181	hsa:100288181
ncbi-geneid:100288198	hsa:100288198
ncbi-geneid:100288203	hsa:100288203
ncbi-geneid:100288208	hsa:100288208
ncbi-geneid:100288254	hsa:100288254
ncbi-geneid:100288287	hsa:100288287
ncbi-geneid:100288323	hsa:100288323
ncbi-geneid:100288332	hsa:100288332
ncbi-geneid:100287102	hsa:100287102
ncbi-geneid:100287226	hsa:100287226
ncbi-geneid:100287284	hsa:100287284
ncbi-geneid:100287364	hsa:100287364
ncbi-geneid:100287482	hsa:100287482
ncbi-geneid:100287718	hsa:100287718
ncbi-geneid:100287934	hsa:100287934
ncbi-geneid:100288175	hsa:100288175
ncbi-geneid:100288142	hsa:100288142
ncbi-geneid:100288346	hsa:100288346
ncbi-geneid:100288380	hsa:100288380
ncbi-geneid:100288413	hsa:100288413
ncbi-geneid:100288428	hsa:100288428
ncbi-geneid:100288430	hsa:100288430
ncbi-geneid:100288432	hsa:100288432
ncbi-geneid:100288485	hsa:100288485
ncbi-geneid:100288486	hsa:100288486
ncbi-geneid:100288520	hsa:100288520
ncbi-geneid:100288524	hsa:100288524
ncbi-geneid:100288527	hsa:100288527
ncbi-geneid:100288562	hsa:100288562
ncbi-geneid:100288570	hsa:100288570
ncbi-geneid:100288615	hsa:100288615
ncbi-geneid:100288637	hsa:100288637
ncbi-geneid:100288695	hsa:100288695
ncbi-geneid:100288728	hsa:100288728
ncbi-geneid:100288730	hsa:100288730
ncbi-geneid:100288748	hsa:100288748
ncbi-geneid:100288778	hsa:100288778
ncbi-geneid:100288687	hsa:100288687
ncbi-geneid:100288797	hsa:100288797
ncbi-geneid:100288798	hsa:100288798
ncbi-geneid:100288805	hsa:100288805
ncbi-geneid:100288814	hsa:100288814
ncbi-geneid:100288831	hsa:100288831
ncbi-geneid:100288842	hsa:100288842
ncbi-geneid:100288846	hsa:100288846
ncbi-geneid:100288866	hsa:100288866
ncbi-geneid:100288911	hsa:100288911
ncbi-geneid:100288960	hsa:100288960
ncbi-geneid:100288966	hsa:100288966
ncbi-geneid:100288974	hsa:100288974
ncbi-geneid:100289017	hsa:100289017
ncbi-geneid:100289019	hsa:100289019
ncbi-geneid:100289061	hsa:100289061
ncbi-geneid:100289092	hsa:100289092
ncbi-geneid:100289097	hsa:100289097
ncbi-geneid:100289098	hsa:100289098
ncbi-geneid:100289124	hsa:100289124
ncbi-geneid:100289137	hsa:100289137
ncbi-geneid:100289150	hsa:100289150
ncbi-geneid:100289178	hsa:100289178
ncbi-geneid:100289187	hsa:100289187
ncbi-geneid:100289188	hsa:100289188
ncbi-geneid:100289211	hsa:100289211
ncbi-geneid:100289230	hsa:100289230
ncbi-geneid:100289255	hsa:100289255
ncbi-geneid:100289274	hsa:100289274
ncbi-geneid:100289279	hsa:100289279
ncbi-geneid:100289333	hsa:100289333
ncbi-geneid:100289341	hsa:100289341
ncbi-geneid:100289361	hsa:100289361
ncbi-geneid:100289373	hsa:100289373
ncbi-geneid:100289388	hsa:100289388
ncbi-geneid:100289410	hsa:100289410
ncbi-geneid:100289455	hsa:100289455
ncbi-geneid:100289462	hsa:100289462
ncbi-geneid:100289473	hsa:100289473
ncbi-geneid:100289495	hsa:100289495
ncbi-geneid:100289509	hsa:100289509
ncbi-geneid:100289511	hsa:100289511
ncbi-geneid:100289561	hsa:100289561
ncbi-geneid:100289574	hsa:100289574
ncbi-geneid:100289580	hsa:100289580
ncbi-geneid:100289635	hsa:100289635
ncbi-geneid:100289650	hsa:100289650
ncbi-geneid:100289656	hsa:100289656
ncbi-geneid:100289673	hsa:100289673
ncbi-geneid:100289678	hsa:100289678
ncbi-geneid:100291105	hsa:100291105
ncbi-geneid:100292680	hsa:100292680
ncbi-geneid:100293516	hsa:100293516
ncbi-geneid:100288801	hsa:100288801
ncbi-geneid:100289087	hsa:100289087
ncbi-geneid:100293534	hsa:100293534
ncbi-geneid:100293612	hsa:100293612
ncbi-geneid:100294145	hsa:100294145
ncbi-geneid:100294362	hsa:100294362
ncbi-geneid:100294720	hsa:100294720
ncbi-geneid:1003	hsa:1003
ncbi-geneid:100302111	hsa:100302111
ncbi-geneid:100302112	hsa:100302112
ncbi-geneid:100302113	hsa:100302113
ncbi-geneid:100302114	hsa:100302114
ncbi-geneid:100302115	hsa:100302115
ncbi-geneid:100302116	hsa:100302116
ncbi-geneid:100302117	hsa:100302117
ncbi-geneid:100302118	hsa:100302118
ncbi-geneid:100302119	hsa:100302119
ncbi-geneid:100302121	hsa:100302121
ncbi-geneid:100302122	hsa:100302122
ncbi-geneid:100302124	hsa:100302124
ncbi-geneid:100302125	hsa:100302125
ncbi-geneid:100302126	hsa:100302126
ncbi-geneid:100302127	hsa:100302127
ncbi-geneid:100302128	hsa:100302128
ncbi-geneid:100302129	hsa:100302129
ncbi-geneid:100302130	hsa:100302130
ncbi-geneid:100302131	hsa:100302131
ncbi-geneid:100302132	hsa:100302132
ncbi-geneid:100302133	hsa:100302133
ncbi-geneid:100302134	hsa:100302134
ncbi-geneid:100302135	hsa:100302135
ncbi-geneid:100302137	hsa:100302137
ncbi-geneid:100302138	hsa:100302138
ncbi-geneid:100302139	hsa:100302139
ncbi-geneid:100302140	hsa:100302140
ncbi-geneid:100302142	hsa:100302142
ncbi-geneid:100302143	hsa:100302143
ncbi-geneid:100302123	hsa:100302123
ncbi-geneid:100302136	hsa:100302136
ncbi-geneid:100302141	hsa:100302141
ncbi-geneid:100302144	hsa:100302144
ncbi-geneid:100302145	hsa:100302145
ncbi-geneid:100302147	hsa:100302147
ncbi-geneid:100302148	hsa:100302148
ncbi-geneid:100302149	hsa:100302149
ncbi-geneid:100302150	hsa:100302150
ncbi-geneid:100302146	hsa:100302146
ncbi-geneid:100302152	hsa:100302152
ncbi-geneid:100302153	hsa:100302153
ncbi-geneid:100302155	hsa:100302155
ncbi-geneid:100302156	hsa:100302156
ncbi-geneid:100302157	hsa:100302157
ncbi-geneid:100302158	hsa:100302158
ncbi-geneid:100302159	hsa:100302159
ncbi-geneid:100302160	hsa:100302160
ncbi-geneid:100302161	hsa:100302161
ncbi-geneid:100302163	hsa:100302163
ncbi-geneid:100302164	hsa:100302164
ncbi-geneid:100302165	hsa:100302165
ncbi-geneid:100302166	hsa:100302166
ncbi-geneid:100302167	hsa:100302167
ncbi-geneid:100302168	hsa:100302168
ncbi-geneid:100302169	hsa:100302169
ncbi-geneid:100302170	hsa:100302170
ncbi-geneid:100302171	hsa:100302171
ncbi-geneid:100302172	hsa:100302172
ncbi-geneid:100302174	hsa:100302174
ncbi-geneid:100302175	hsa:100302175
ncbi-geneid:100302177	hsa:100302177
ncbi-geneid:100302178	hsa:100302178
ncbi-geneid:100302179	hsa:100302179
ncbi-geneid:100302181	hsa:100302181
ncbi-geneid:100302182	hsa:100302182
ncbi-geneid:100302183	hsa:100302183
ncbi-geneid:100302184	hsa:100302184
ncbi-geneid:100302185	hsa:100302185
ncbi-geneid:100302186	hsa:100302186
ncbi-geneid:100302187	hsa:100302187
ncbi-geneid:100302188	hsa:100302188
ncbi-geneid:100302190	hsa:100302190
ncbi-geneid:100302191	hsa:100302191
ncbi-geneid:100302192	hsa:100302192
ncbi-geneid:100302193	hsa:100302193
ncbi-geneid:100302195	hsa:100302195
ncbi-geneid:100302196	hsa:100302196
ncbi-geneid:100302197	hsa:100302197
ncbi-geneid:100302201	hsa:100302201
ncbi-geneid:100302202	hsa:100302202
ncbi-geneid:100302203	hsa:100302203
ncbi-geneid:100302204	hsa:100302204
ncbi-geneid:100302205	hsa:100302205
ncbi-geneid:100302208	hsa:100302208
ncbi-geneid:100302209	hsa:100302209
ncbi-geneid:100302210	hsa:100302210
ncbi-geneid:100302211	hsa:100302211
ncbi-geneid:100302212	hsa:100302212
ncbi-geneid:100302213	hsa:100302213
ncbi-geneid:100302214	hsa:100302214
ncbi-geneid:100302217	hsa:100302217
ncbi-geneid:100302218	hsa:100302218
ncbi-geneid:100302219	hsa:100302219
ncbi-geneid:100302220	hsa:100302220
ncbi-geneid:100302221	hsa:100302221
ncbi-geneid:100302222	hsa:100302222
ncbi-geneid:100302223	hsa:100302223
ncbi-geneid:100302224	hsa:100302224
ncbi-geneid:100302226	hsa:100302226
ncbi-geneid:100302227	hsa:100302227
ncbi-geneid:100302228	hsa:100302228
ncbi-geneid:100302229	hsa:100302229
ncbi-geneid:100302225	hsa:100302225
ncbi-geneid:100302232	hsa:100302232
ncbi-geneid:100302233	hsa:100302233
ncbi-geneid:100302234	hsa:100302234
ncbi-geneid:100302235	hsa:100302235
ncbi-geneid:100302236	hsa:100302236
ncbi-geneid:100302237	hsa:100302237
ncbi-geneid:100302238	hsa:100302238
ncbi-geneid:100302239	hsa:100302239
ncbi-geneid:100302240	hsa:100302240
ncbi-geneid:100302242	hsa:100302242
ncbi-geneid:100302243	hsa:100302243
ncbi-geneid:100302246	hsa:100302246
ncbi-geneid:100302250	hsa:100302250
ncbi-geneid:100302251	hsa:100302251
ncbi-geneid:100302254	hsa:100302254
ncbi-geneid:100302255	hsa:100302255
ncbi-geneid:100302256	hsa:100302256
ncbi-geneid:100302257	hsa:100302257
ncbi-geneid:100302258	hsa:100302258
ncbi-geneid:100302259	hsa:100302259
ncbi-geneid:100302260	hsa:100302260
ncbi-geneid:100302261	hsa:100302261
ncbi-geneid:100302263	hsa:100302263
ncbi-geneid:100302265	hsa:100302265
ncbi-geneid:100302267	hsa:100302267
ncbi-geneid:100302268	hsa:100302268
ncbi-geneid:100302270	hsa:100302270
ncbi-geneid:100302274	hsa:100302274
ncbi-geneid:100302275	hsa:100302275
ncbi-geneid:100302276	hsa:100302276
ncbi-geneid:100302277	hsa:100302277
ncbi-geneid:100302278	hsa:100302278
ncbi-geneid:100302279	hsa:100302279
ncbi-geneid:100302280	hsa:100302280
ncbi-geneid:100302281	hsa:100302281
ncbi-geneid:100302282	hsa:100302282
ncbi-geneid:100302283	hsa:100302283
ncbi-geneid:100302284	hsa:100302284
ncbi-geneid:100302285	hsa:100302285
ncbi-geneid:100302286	hsa:100302286
ncbi-geneid:100302287	hsa:100302287
ncbi-geneid:100302288	hsa:100302288
ncbi-geneid:100302273	hsa:100302273
ncbi-geneid:100302289	hsa:100302289
ncbi-geneid:100302290	hsa:100302290
ncbi-geneid:100302401	hsa:100302401
ncbi-geneid:100302522	hsa:100302522
ncbi-geneid:100302526	hsa:100302526
ncbi-geneid:100302640	hsa:100302640
ncbi-geneid:100302650	hsa:100302650
ncbi-geneid:100302652	hsa:100302652
ncbi-geneid:100302691	hsa:100302691
ncbi-geneid:100302692	hsa:100302692
ncbi-geneid:100302736	hsa:100302736
ncbi-geneid:100302739	hsa:100302739
ncbi-geneid:100302740	hsa:100302740
ncbi-geneid:100302743	hsa:100302743
ncbi-geneid:100302746	hsa:100302746
ncbi-geneid:100303453	hsa:100303453
ncbi-geneid:100303491	hsa:100303491
ncbi-geneid:100303728	hsa:100303728
ncbi-geneid:100303749	hsa:100303749
ncbi-geneid:100303755	hsa:100303755
ncbi-geneid:100306951	hsa:100306951
ncbi-geneid:100306975	hsa:100306975
ncbi-geneid:100309464	hsa:100309464
ncbi-geneid:100310756	hsa:100310756
ncbi-geneid:100310812	hsa:100310812
ncbi-geneid:100310846	hsa:100310846
ncbi-geneid:100313769	hsa:100313769
ncbi-geneid:100313770	hsa:100313770
ncbi-geneid:100313771	hsa:100313771
ncbi-geneid:100313772	hsa:100313772
ncbi-geneid:100313773	hsa:100313773
ncbi-geneid:100313774	hsa:100313774
ncbi-geneid:100313777	hsa:100313777
ncbi-geneid:100313778	hsa:100313778
ncbi-geneid:100313779	hsa:100313779
ncbi-geneid:100313780	hsa:100313780
ncbi-geneid:100313781	hsa:100313781
ncbi-geneid:100313806	hsa:100313806
ncbi-geneid:100313822	hsa:100313822
ncbi-geneid:100313824	hsa:100313824
ncbi-geneid:100313829	hsa:100313829
ncbi-geneid:100313830	hsa:100313830
ncbi-geneid:100313835	hsa:100313835
ncbi-geneid:100313837	hsa:100313837
ncbi-geneid:100313838	hsa:100313838
ncbi-geneid:100313839	hsa:100313839
ncbi-geneid:100313840	hsa:100313840
ncbi-geneid:100313841	hsa:100313841
ncbi-geneid:100313842	hsa:100313842
ncbi-geneid:100313843	hsa:100313843
ncbi-geneid:100313884	hsa:100313884
ncbi-geneid:100313886	hsa:100313886
ncbi-geneid:100313887	hsa:100313887
ncbi-geneid:100313892	hsa:100313892
ncbi-geneid:100313895	hsa:100313895
ncbi-geneid:100313896	hsa:100313896
ncbi-geneid:100313914	hsa:100313914
ncbi-geneid:100313921	hsa:100313921
ncbi-geneid:100313923	hsa:100313923
ncbi-geneid:100313938	hsa:100313938
ncbi-geneid:100316868	hsa:100316868
ncbi-geneid:100316904	hsa:100316904
ncbi-geneid:100329109	hsa:100329109
ncbi-geneid:100329135	hsa:100329135
ncbi-geneid:100335030	hsa:100335030
ncbi-geneid:100337591	hsa:100337591
ncbi-geneid:100337616	hsa:100337616
ncbi-geneid:100359394	hsa:100359394
ncbi-geneid:100379132	hsa:100379132
ncbi-geneid:100379141	hsa:100379141
ncbi-geneid:100379174	hsa:100379174
ncbi-geneid:100379220	hsa:100379220
ncbi-geneid:100379224	hsa:100379224
ncbi-geneid:100379249	hsa:100379249
ncbi-geneid:100379250	hsa:100379250
ncbi-geneid:100379251	hsa:100379251
ncbi-geneid:100379345	hsa:100379345
ncbi-geneid:100379571	hsa:100379571
ncbi-geneid:10036	hsa:10036
ncbi-geneid:100379661	hsa:100379661
ncbi-geneid:100381270	hsa:100381270
ncbi-geneid:1004	hsa:1004
ncbi-geneid:100419170	hsa:100419170
ncbi-geneid:100419583	hsa:100419583
ncbi-geneid:100419743	hsa:100419743
ncbi-geneid:100419780	hsa:100419780
ncbi-geneid:100419868	hsa:100419868
ncbi-geneid:10042	hsa:10042
ncbi-geneid:10038	hsa:10038
ncbi-geneid:10039	hsa:10039
ncbi-geneid:10040	hsa:10040
ncbi-geneid:100420587	hsa:100420587
ncbi-geneid:100421577	hsa:100421577
ncbi-geneid:100421746	hsa:100421746
ncbi-geneid:100422212	hsa:100422212
ncbi-geneid:100422556	hsa:100422556
ncbi-geneid:100422558	hsa:100422558
ncbi-geneid:100422781	hsa:100422781
ncbi-geneid:100422821	hsa:100422821
ncbi-geneid:100422823	hsa:100422823
ncbi-geneid:100422824	hsa:100422824
ncbi-geneid:100422825	hsa:100422825
ncbi-geneid:100422826	hsa:100422826
ncbi-geneid:100422827	hsa:100422827
ncbi-geneid:100422828	hsa:100422828
ncbi-geneid:100422829	hsa:100422829
ncbi-geneid:100422830	hsa:100422830
ncbi-geneid:100422831	hsa:100422831
ncbi-geneid:100422832	hsa:100422832
ncbi-geneid:100422833	hsa:100422833
ncbi-geneid:100422834	hsa:100422834
ncbi-geneid:100422835	hsa:100422835
ncbi-geneid:100422836	hsa:100422836
ncbi-geneid:100422837	hsa:100422837
ncbi-geneid:100422838	hsa:100422838
ncbi-geneid:100422839	hsa:100422839
ncbi-geneid:100422840	hsa:100422840
ncbi-geneid:100422841	hsa:100422841
ncbi-geneid:100422842	hsa:100422842
ncbi-geneid:100422843	hsa:100422843
ncbi-geneid:100422844	hsa:100422844
ncbi-geneid:100422845	hsa:100422845
